PetId,Species,Breed,Premium,Deductible,Age,AmtClaimsYr1,AmtClaimsYr2,AvgClaimsYr1,AvgClaimsYr2,NumClaimsYr1,NumClaimsYr2,AmtClaimsTotal,AvgClaimsTotal,NumClaimsTotal,YrsWithClaims
37709,Dog,Mixed Breed Unknown,25.06,500,1,10754.58,1564.6,827.2753846,782.3,13,2,12319.18,1609.575385,15,2
37710,Dog,Labradoodle,45.44,200,0,0,0,0,0,0,0,0,0,0,0
37711,Dog,Golden Retriever,59.19,750,0,0,0,0,0,0,0,0,0,0,0
37712,Dog,German Shepherd,78.64,300,0,0,0,0,0,0,0,0,0,0,0
37713,Dog,Mixed Breed Medium,51.07,200,0,0,0,0,0,0,0,0,0,0,0
37714,Dog,Boston Terrier,78.04,200,0,269.86,0,53.972,0,5,0,269.86,53.972,5,1
37715,Dog,Mixed Breed Small,58.77,600,0,0,0,0,0,0,0,0,0,0,0
37716,Dog,Goldendoodle,74.12,200,0,0,0,0,0,0,0,0,0,0,0
37717,Dog,Shih Tzu,62.33,250,0,69.99,172,69.99,172,1,1,241.99,241.99,2,2
37718,Dog,Labrador Retriever,89.17,500,0,0,0,0,0,0,0,0,0,0,0
37719,Dog,Mixed Breed Small,38.71,100,0,0,0,0,0,0,0,0,0,0,0
37720,Dog,Boston Terrier,113.05,200,0,48,0,48,0,1,0,48,48,1,1
37721,Cat,Mixed Breed,38.97,250,0,3109.81,0,518.3016667,0,6,0,3109.81,518.3016667,6,1
37722,Dog,Cockapoo,42.7,500,0,0,0,0,0,0,0,0,0,0,0
37723,Cat,Bengal,42.42,200,0,333.94,0,333.94,0,1,0,333.94,333.94,1,1
37724,Dog,Mixed Breed Large,65.86,1000,10,0,0,0,0,0,0,0,0,0,0
37725,Dog,Mixed Breed Medium,54.73,500,0,235.61,1879.97,235.61,313.3283333,1,6,2115.58,548.9383333,7,2
37726,Cat,Mixed Breed,56.34,0,0,0,539.5,0,269.75,0,2,539.5,269.75,2,1
37727,Dog,Boston Terrier,52.56,200,0,0,0,0,0,0,0,0,0,0,0
37728,Dog,Mixed Breed Medium,51.82,200,0,0,0,0,0,0,0,0,0,0,0
37729,Dog,Mixed Breed Medium,66.41,500,0,0,0,0,0,0,0,0,0,0,0
37730,Dog,Pug,122.71,0,1,0,0,0,0,0,0,0,0,0,0
37731,Dog,Lagotto Romagnolo,27.68,1000,0,787.77,5931.71,262.59,988.6183333,3,6,6719.48,1251.208333,9,2
37732,Cat,Domestic Shorthair,52.67,200,2,0,2003.13,0,333.855,0,6,2003.13,333.855,6,1
37733,Dog,Shih Tzu,98.51,0,0,0,0,0,0,0,0,0,0,0,0
37734,Dog,Australian Cattle Dog,55.31,1000,0,0,0,0,0,0,0,0,0,0,0
37735,Dog,Goldendoodle,26.9,500,0,0,193.07,0,96.535,0,2,193.07,96.535,2,1
37736,Dog,Shar Pei,77.9,700,0,559,0,559,0,1,0,559,559,1,1
37737,Dog,Beagle,50.6,1000,0,0,0,0,0,0,0,0,0,0,0
37738,Dog,Great Dane,62,1000,0,3724.5,3536.09,1862.25,505.1557143,2,7,7260.59,2367.405714,9,2
37739,Dog,Labradoodle,28.87,500,0,815.46,0,815.46,0,1,0,815.46,815.46,1,1
37740,Dog,Dachshund Standard Smooth Haired,41.43,1000,2,246.36,134.25,246.36,134.25,1,1,380.61,380.61,2,2
37741,Dog,Siberian Husky,52.6,250,0,0,0,0,0,0,0,0,0,0,0
37742,Dog,Australian Labradoodle,30.79,700,0,1224.59,141.27,174.9414286,141.27,7,1,1365.86,316.2114286,8,2
37743,Dog,Portuguese Water Dog,66.68,200,0,856.91,473,285.6366667,473,3,1,1329.91,758.6366667,4,2
37744,Dog,Siberian Husky,59.13,200,1,0,0,0,0,0,0,0,0,0,0
37745,Dog,Mixed Breed Small,44.25,700,2,0,0,0,0,0,0,0,0,0,0
37746,Dog,Mixed Breed Medium,71.57,300,2,0,607.54,0,202.5133333,0,3,607.54,202.5133333,3,1
37747,Dog,Shiba Inu,35.98,700,0,0,0,0,0,0,0,0,0,0,0
37748,Dog,Mixed Breed Small,23.93,1000,0,0,0,0,0,0,0,0,0,0,0
37749,Dog,French Bulldog,62.05,1000,0,5612.63,1582.25,935.4383333,316.45,6,5,7194.88,1251.888333,11,2
37750,Dog,Mixed Breed Giant,85.74,1000,8,0,0,0,0,0,0,0,0,0,0
37751,Dog,Boxer,96.6,700,4,0,3053.47,0,1017.823333,0,3,3053.47,1017.823333,3,1
37752,Dog,Labrador Retriever,56.47,500,1,0,0,0,0,0,0,0,0,0,0
37753,Dog,Mixed Breed Large,100.23,200,0,157,0,157,0,1,0,157,157,1,1
37754,Dog,Mixed Breed Medium,39.27,675,0,0,207.85,0,207.85,0,1,207.85,207.85,1,1
37755,Dog,Shih Tzu,63.22,750,7,0,0,0,0,0,0,0,0,0,0
37756,Dog,German Shepherd,44.32,1000,0,0,0,0,0,0,0,0,0,0,0
37757,Dog,Pyrenees Braque Francais,82.62,500,0,0,0,0,0,0,0,0,0,0,0
37758,Cat,Siamese,38.21,700,3,0,0,0,0,0,0,0,0,0,0
37759,Dog,Mixed Breed Large,91.39,300,3,0,0,0,0,0,0,0,0,0,0
37760,Cat,Mixed Breed,18.72,1000,3,0,0,0,0,0,0,0,0,0,0
37761,Dog,Mixed Breed Medium,79.6,200,0,768.7,223.01,153.74,111.505,5,2,991.71,265.245,7,2
37762,Dog,Mixed Breed Small,36.07,1000,0,0,0,0,0,0,0,0,0,0,0
37763,Cat,Domestic Shorthair,55.57,250,1,0,260.78,0,260.78,0,1,260.78,260.78,1,1
37764,Dog,Bernese Mountain Dog,102.64,500,0,0,0,0,0,0,0,0,0,0,0
37765,Dog,Nova Scotia Duck Tolling Retriever,69.71,500,0,246.51,0,246.51,0,1,0,246.51,246.51,1,1
37766,Dog,Mixed Breed Medium,55.76,500,0,0,0,0,0,0,0,0,0,0,0
37767,Dog,Miniature Smooth Haired Dachshund,67.39,750,0,0,0,0,0,0,0,0,0,0,0
37768,Dog,Wirehaired Pointing Griffon,45.37,1000,0,0,423.98,0,423.98,0,1,423.98,423.98,1,1
37769,Dog,Olde English Bulldog,69.41,500,0,2819.66,0,939.8866667,0,3,0,2819.66,939.8866667,3,1
37770,Dog,Mixed Breed Large,40.33,1000,0,2122.39,0,707.4633333,0,3,0,2122.39,707.4633333,3,1
37771,Dog,Labrador Retriever,64.75,500,0,441.95,187.2,147.3166667,187.2,3,1,629.15,334.5166667,4,2
37772,Dog,Pomeranian,45.63,700,0,170.12,0,85.06,0,2,0,170.12,85.06,2,1
37773,Dog,Labrador Retriever,84.05,300,0,0,0,0,0,0,0,0,0,0,0
37774,Dog,Cavalier King Charles Spaniel,37.83,200,0,2146.12,277,306.5885714,69.25,7,4,2423.12,375.8385714,11,2
37775,Dog,English Springer Spaniel,38.84,500,0,0,12895.48,0,1172.316364,0,11,12895.48,1172.316364,11,1
37776,Dog,Labrador Retriever,69.15,200,0,2334.2,140.5,259.3555556,140.5,9,1,2474.7,399.8555556,10,2
37777,Dog,Golden Retriever,35.51,1000,0,0,0,0,0,0,0,0,0,0,0
37778,Dog,Mixed Breed Unknown,66.42,250,0,578.96,1585.13,289.48,528.3766667,2,3,2164.09,817.8566667,5,2
37779,Dog,Goldendoodle,48.87,200,0,1104.11,210.91,368.0366667,210.91,3,1,1315.02,578.9466667,4,2
37780,Dog,Goldendoodle,33.68,1000,0,1179.74,0,589.87,0,2,0,1179.74,589.87,2,1
37781,Dog,Nova Scotia Duck Tolling Retriever,67.46,1000,4,0,0,0,0,0,0,0,0,0,0
37782,Dog,Shiba Inu,86.2,1000,6,0,239.5,0,119.75,0,2,239.5,119.75,2,1
37783,Dog,Golden Retriever,59.07,250,0,0,0,0,0,0,0,0,0,0,0
37784,Cat,Siamese,37.84,200,0,443.2,422.06,147.7333333,140.6866667,3,3,865.26,288.42,6,2
37785,Cat,Domestic Shorthair,23.93,1000,1,0,0,0,0,0,0,0,0,0,0
37786,Dog,Jack Russell Terrier,29.04,1000,0,0,82,0,82,0,1,82,82,1,1
37787,Cat,Domestic Longhair,55.33,200,2,0,1317.59,0,1317.59,0,1,1317.59,1317.59,1,1
37788,Dog,Mixed Breed Medium,58.24,350,0,618.79,0,618.79,0,1,0,618.79,618.79,1,1
37789,Dog,Golden Retriever,76.02,700,0,472.32,0,236.16,0,2,0,472.32,236.16,2,1
37790,Dog,Mixed Breed Large,105.83,505,0,0,0,0,0,0,0,0,0,0,0
37791,Cat,Mixed Breed,44.45,220,0,0,0,0,0,0,0,0,0,0,0
37792,Cat,Domestic Shorthair,24.83,500,1,0,0,0,0,0,0,0,0,0,0
37793,Dog,Chihuahua,36.94,200,0,271,0,271,0,1,0,271,271,1,1
37794,Dog,Mixed Breed Small,45.65,500,6,0,0,0,0,0,0,0,0,0,0
37795,Dog,Labradoodle,85.39,200,0,4001.13,1682.96,666.855,336.592,6,5,5684.09,1003.447,11,2
37796,Dog,Cane Corso,168.91,1000,4,1732.68,0,1732.68,0,1,0,1732.68,1732.68,1,1
37797,Dog,Golden Retriever,73.47,250,0,0,0,0,0,0,0,0,0,0,0
37798,Dog,Pomapoo,58.86,200,0,0,0,0,0,0,0,0,0,0,0
37799,Dog,Puggle,51.09,1000,3,0,0,0,0,0,0,0,0,0,0
37800,Dog,Havanese,58.43,200,0,0,400,0,400,0,1,400,400,1,1
37801,Cat,American Shorthair,36.13,200,3,0,0,0,0,0,0,0,0,0,0
37802,Dog,Dandie Dinmont Terrier,39.8,700,4,0,0,0,0,0,0,0,0,0,0
37803,Dog,Chihuahua,41.23,200,1,0,0,0,0,0,0,0,0,0,0
37804,Dog,English Springer Spaniel,69.39,250,0,0,0,0,0,0,0,0,0,0,0
37805,Dog,Mixed Breed Small,43.53,500,1,0,0,0,0,0,0,0,0,0,0
37806,Dog,Mixed Breed Unknown,58.35,250,0,787.43,25.1,112.49,25.1,7,1,812.53,137.59,8,2
37807,Cat,Domestic Shorthair,27.12,1000,2,0,0,0,0,0,0,0,0,0,0
37808,Dog,Mixed Breed Medium,48.97,1000,0,65.25,0,65.25,0,1,0,65.25,65.25,1,1
37809,Cat,Domestic Shorthair,19.47,250,0,0,0,0,0,0,0,0,0,0,0
37810,Dog,Labrador Retriever,218.01,350,0,0,0,0,0,0,0,0,0,0,0
37811,Dog,Goldendoodle,32.04,700,0,0,0,0,0,0,0,0,0,0,0
37812,Dog,Chihuahua,38.69,500,2,0,0,0,0,0,0,0,0,0,0
37813,Dog,Boston Terrier,41.65,700,2,2707.75,0,1353.875,0,2,0,2707.75,1353.875,2,1
37814,Dog,Labradoodle,48.39,700,1,0,0,0,0,0,0,0,0,0,0
37815,Dog,Tibetan Terrier,51.44,555,0,683.97,0,683.97,0,1,0,683.97,683.97,1,1
37816,Dog,Labrador Retriever,113.32,500,8,12715.57,0,847.7046667,0,15,0,12715.57,847.7046667,15,1
37817,Dog,Mixed Breed Small,68.17,250,0,803.81,0,401.905,0,2,0,803.81,401.905,2,1
37818,Dog,Mixed Breed Large,62.23,1000,0,0,0,0,0,0,0,0,0,0,0
37819,Dog,Mixed Breed Small,54.19,300,3,0,0,0,0,0,0,0,0,0,0
37820,Cat,Domestic Shorthair,36.58,250,0,0,1032.89,0,516.445,0,2,1032.89,516.445,2,1
37821,Dog,Mixed Breed Unknown,84.79,100,3,1983.13,0,1983.13,0,1,0,1983.13,1983.13,1,1
37822,Dog,Mixed Breed Medium,67.32,1000,5,0,8104.01,0,4052.005,0,2,8104.01,4052.005,2,1
37823,Cat,American Shorthair,42.01,0,0,2579.08,246,286.5644444,123,9,2,2825.08,409.5644444,11,2
37824,Dog,Shih Tzu,49.23,750,4,0,0,0,0,0,0,0,0,0,0
37825,Dog,Boxer,147.47,200,0,930.28,469.57,186.056,156.5233333,5,3,1399.85,342.5793333,8,2
37826,Dog,Mixed Breed Medium,38.67,500,2,0,0,0,0,0,0,0,0,0,0
37827,Dog,Chihuahua,85.58,500,1,0,1507.91,0,1507.91,0,1,1507.91,1507.91,1,1
37828,Dog,Shih Tzu,49.68,530,0,0,0,0,0,0,0,0,0,0,0
37829,Dog,Golden Retriever,157.25,500,0,0,0,0,0,0,0,0,0,0,0
37830,Dog,Golden Retriever,63.07,250,0,10190.64,0,2038.128,0,5,0,10190.64,2038.128,5,1
37831,Dog,Mixed Breed Small,27.62,1000,1,225.12,0,225.12,0,1,0,225.12,225.12,1,1
37832,Dog,Cavalier King Charles Spaniel,89.21,1000,7,0,1276,0,1276,0,1,1276,1276,1,1
37833,Dog,Mixed Breed Small,50.97,300,0,0,0,0,0,0,0,0,0,0,0
37834,Dog,Shih Tzu,55.07,200,4,0,0,0,0,0,0,0,0,0,0
37835,Dog,Goldendoodle,57.89,1000,8,541.5,0,541.5,0,1,0,541.5,541.5,1,1
37836,Cat,Mixed Breed,43.8,700,5,0,0,0,0,0,0,0,0,0,0
37837,Dog,Mixed Breed Small,42.77,700,6,0,0,0,0,0,0,0,0,0,0
37838,Dog,Maltipoo,70.79,350,0,724.44,1137.99,144.888,379.33,5,3,1862.43,524.218,8,2
37839,Dog,Mixed Breed Medium,36.85,1000,0,0,0,0,0,0,0,0,0,0,0
37840,Dog,Australian Labradoodle,38.37,500,0,0,0,0,0,0,0,0,0,0,0
37841,Dog,Mixed Breed Medium,70.56,400,0,2486.12,1090.17,146.2423529,181.695,17,6,3576.29,327.9373529,23,2
37842,Dog,Labrador Retriever,104.77,200,5,852.72,0,426.36,0,2,0,852.72,426.36,2,1
37843,Dog,Labrador Retriever,63.99,700,0,2121.33,280,265.16625,140,8,2,2401.33,405.16625,10,2
37844,Dog,Mixed Breed Large,55.78,500,1,0,0,0,0,0,0,0,0,0,0
37845,Dog,Boxer,115.78,200,1,1071.62,0,153.0885714,0,7,0,1071.62,153.0885714,7,1
37846,Dog,Mixed Breed Unknown,47.1,250,0,2016.29,4943.11,504.0725,988.622,4,5,6959.4,1492.6945,9,2
37847,Cat,Siberian,37.46,500,9,0,0,0,0,0,0,0,0,0,0
37848,Dog,Labrador Retriever,58.09,500,1,591.33,0,197.11,0,3,0,591.33,197.11,3,1
37849,Dog,Soft Coated Wheaten Terrier,51.99,1000,0,0,0,0,0,0,0,0,0,0,0
37850,Dog,Shih Tzu,34.64,500,1,0,0,0,0,0,0,0,0,0,0
37851,Cat,Domestic Shorthair,27.74,500,0,0,0,0,0,0,0,0,0,0,0
37852,Dog,Australian Shepherd,29.66,700,0,0,0,0,0,0,0,0,0,0,0
37853,Dog,Morkie,51.76,250,3,0,0,0,0,0,0,0,0,0,0
37854,Dog,Sheepadoodle,55.37,100,0,3937.58,2655.4,302.8907692,241.4,13,11,6592.98,544.2907692,24,2
37855,Dog,Mixed Breed Medium,37.36,1000,0,0,0,0,0,0,0,0,0,0,0
37856,Dog,Miniature Australian Shepherd,234.98,200,6,0,425.25,0,425.25,0,1,425.25,425.25,1,1
37857,Dog,Mixed Breed Medium,26.37,700,0,274.46,0,91.48666667,0,3,0,274.46,91.48666667,3,1
37858,Dog,Pomeranian,108.7,100,0,2274.75,2218.38,758.25,443.676,3,5,4493.13,1201.926,8,2
37859,Cat,Ragdoll,35,200,1,0,0,0,0,0,0,0,0,0,0
37860,Cat,Domestic Shorthair,38.05,100,0,3333.29,0,333.329,0,10,0,3333.29,333.329,10,1
37861,Cat,Siamese,38,200,1,605.72,0,201.9066667,0,3,0,605.72,201.9066667,3,1
37862,Dog,Mixed Breed Medium,55.35,700,2,0,0,0,0,0,0,0,0,0,0
37863,Dog,Labrador Retriever,74.22,500,0,4169.19,16875.95,4169.19,312.5175926,1,54,21045.14,4481.707593,55,2
37864,Dog,Poodle Toy,52.85,500,0,0,2950.37,0,983.4566667,0,3,2950.37,983.4566667,3,1
37865,Cat,Egyptian Mau,38.81,500,0,2581.58,0,516.316,0,5,0,2581.58,516.316,5,1
37866,Dog,Mixed Breed Medium,67.01,250,1,263.38,5887.74,263.38,1177.548,1,5,6151.12,1440.928,6,2
37867,Dog,English Mastiff,118.33,700,0,104.18,1840.68,104.18,1840.68,1,1,1944.86,1944.86,2,2
37868,Cat,Domestic Shorthair,36.9,750,1,0,0,0,0,0,0,0,0,0,0
37869,Cat,Domestic Shorthair,58.09,200,5,0,1621.59,0,810.795,0,2,1621.59,810.795,2,1
37870,Dog,Mixed Breed Small,48.6,700,1,206,0,206,0,1,0,206,206,1,1
37871,Cat,Domestic Shorthair,42.37,100,0,0,0,0,0,0,0,0,0,0,0
37872,Dog,Pembroke Welsh Corgi,36.05,700,0,0,9451.64,0,1350.234286,0,7,9451.64,1350.234286,7,1
37873,Cat,Maine Coon,33.43,250,0,0,0,0,0,0,0,0,0,0,0
37874,Dog,Labradoodle,73.35,250,0,292.85,52.2,97.61666667,52.2,3,1,345.05,149.8166667,4,2
37875,Dog,Mixed Breed Large,75.74,250,0,0,0,0,0,0,0,0,0,0,0
37876,Dog,Goldendoodle,49.57,500,0,225.8,55.3,225.8,55.3,1,1,281.1,281.1,2,2
37877,Dog,Chihuahua,51.36,250,0,0,0,0,0,0,0,0,0,0,0
37878,Dog,Poodle Standard,59.9,1000,0,0,4092.69,0,682.115,0,6,4092.69,682.115,6,1
37879,Cat,Domestic Shorthair,49.01,250,5,0,0,0,0,0,0,0,0,0,0
37880,Cat,Bengal,41.74,200,0,480.92,436.91,240.46,436.91,2,1,917.83,677.37,3,2
37881,Dog,Mixed Breed Medium,49.19,200,0,0,0,0,0,0,0,0,0,0,0
37882,Dog,Mixed Breed Small,22.81,1000,3,0,0,0,0,0,0,0,0,0,0
37883,Dog,Australian Shepherd,46.3,200,0,7914.02,0,879.3355556,0,9,0,7914.02,879.3355556,9,1
37884,Dog,Bernese Mountain Dog,123.78,500,0,0,2322.81,0,387.135,0,6,2322.81,387.135,6,1
37885,Dog,Mixed Breed Large,68.97,250,0,459.92,105.72,153.3066667,105.72,3,1,565.64,259.0266667,4,2
37886,Dog,Shih Tzu,43.47,200,0,0,0,0,0,0,0,0,0,0,0
37887,Dog,Schnoodle,105.64,200,1,1982,0,1982,0,1,0,1982,1982,1,1
37888,Dog,Labrador Retriever,76.68,200,0,0,0,0,0,0,0,0,0,0,0
37889,Dog,Siberian Husky,71.34,300,0,369,192.97,123,64.32333333,3,3,561.97,187.3233333,6,2
37890,Dog,Mixed Breed Medium,52,605,6,0,0,0,0,0,0,0,0,0,0
37891,Dog,Border Collie,49.39,1000,4,0,330.89,0,330.89,0,1,330.89,330.89,1,1
37892,Dog,Boston Terrier,30.3,1000,2,0,0,0,0,0,0,0,0,0,0
37893,Dog,Yorkiepoo,30.02,700,0,1258.47,0,125.847,0,10,0,1258.47,125.847,10,1
37894,Dog,Mixed Breed Medium,54.91,250,0,718.98,0,359.49,0,2,0,718.98,359.49,2,1
37895,Dog,Mixed Breed Large,57.42,700,0,1230.5,599.92,175.7857143,299.96,7,2,1830.42,475.7457143,9,2
37896,Dog,Miniature Australian Shepherd,90.4,200,6,0,0,0,0,0,0,0,0,0,0
37897,Dog,Australian Labradoodle,66.25,400,0,566.66,4434.42,566.66,403.1290909,1,11,5001.08,969.7890909,12,2
37898,Dog,Mixed Breed Small,49.71,1000,8,0,0,0,0,0,0,0,0,0,0
37899,Dog,Doberman Pinscher,37.26,1000,0,0,0,0,0,0,0,0,0,0,0
37900,Dog,Mixed Breed Medium,61.1,200,0,600.86,0,300.43,0,2,0,600.86,300.43,2,1
37901,Dog,Golden Retriever,51.91,730,0,2042.5,0,680.8333333,0,3,0,2042.5,680.8333333,3,1
37902,Dog,Miniature Long Haired Dachshund,49.44,1000,0,1790,680.39,255.7142857,226.7966667,7,3,2470.39,482.5109524,10,2
37903,Dog,Pomeranian,57.69,500,0,0,0,0,0,0,0,0,0,0,0
37904,Dog,Golden Retriever,119.55,200,0,1114.98,526.7,1114.98,526.7,1,1,1641.68,1641.68,2,2
37905,Dog,Olde English Bulldog,89.11,300,0,1667.24,1383,833.62,1383,2,1,3050.24,2216.62,3,2
37906,Dog,Mixed Breed Medium,66.47,200,1,0,7499.04,0,3749.52,0,2,7499.04,3749.52,2,1
37907,Dog,Goldendoodle,48.17,200,0,0,375,0,375,0,1,375,375,1,1
37908,Dog,Doberman Pinscher,84.58,500,0,0,0,0,0,0,0,0,0,0,0
37909,Dog,Australian Labradoodle,28.39,1000,0,0,0,0,0,0,0,0,0,0,0
37910,Dog,Miniature Smooth Haired Dachshund,47.58,200,0,421.66,782.19,140.5533333,156.438,3,5,1203.85,296.9913333,8,2
37911,Cat,Domestic Shorthair,58.99,500,7,0,185.93,0,185.93,0,1,185.93,185.93,1,1
37912,Dog,Golden Retriever,54.94,1000,0,2700.55,0,1350.275,0,2,0,2700.55,1350.275,2,1
37913,Dog,Mixed Breed Medium,37.35,700,0,0,0,0,0,0,0,0,0,0,0
37914,Dog,Mixed Breed Medium,64.26,250,0,986.64,257.82,328.88,128.91,3,2,1244.46,457.79,5,2
37915,Dog,Poodle Standard,63.03,250,0,8259.45,174.18,1032.43125,174.18,8,1,8433.63,1206.61125,9,2
37916,Dog,Poodle Toy,46.97,500,0,1470.02,0,735.01,0,2,0,1470.02,735.01,2,1
37917,Dog,Miniature Goldendoodle,62.03,350,0,0,0,0,0,0,0,0,0,0,0
37918,Dog,Portuguese Water Dog,107.52,250,0,2545.92,1103.28,282.88,157.6114286,9,7,3649.2,440.4914286,16,2
37919,Dog,Maltipoo,58.47,500,1,326.89,0,163.445,0,2,0,326.89,163.445,2,1
37920,Dog,Mixed Breed Medium,85.72,200,5,0,0,0,0,0,0,0,0,0,0
37921,Dog,Portuguese Water Dog,49.27,200,0,521.42,0,173.8066667,0,3,0,521.42,173.8066667,3,1
37922,Dog,Goldendoodle,74.05,200,0,0,0,0,0,0,0,0,0,0,0
37923,Dog,Mixed Breed Giant,140.56,800,4,608.2,9199.55,608.2,2299.8875,1,4,9807.75,2908.0875,5,2
37924,Dog,Rottweiler,196.58,500,0,0,0,0,0,0,0,0,0,0,0
37925,Dog,Mixed Breed Medium,50.88,500,2,0,0,0,0,0,0,0,0,0,0
37926,Dog,Australian Labradoodle,25.7,700,0,0,0,0,0,0,0,0,0,0,0
37927,Dog,Miniature Schnauzer,54.17,100,0,817.06,0,817.06,0,1,0,817.06,817.06,1,1
37928,Cat,Domestic Shorthair,25.69,500,2,0,0,0,0,0,0,0,0,0,0
37929,Dog,Mixed Breed Medium,66.76,250,5,0,0,0,0,0,0,0,0,0,0
37930,Dog,Mixed Breed Small,45.3,250,1,2301.18,823.48,287.6475,411.74,8,2,3124.66,699.3875,10,2
37931,Cat,Ragdoll,54.52,200,3,1023.12,18474.9,255.78,1319.635714,4,14,19498.02,1575.415714,18,2
37932,Dog,Pembroke Welsh Corgi,34.44,1000,0,0,0,0,0,0,0,0,0,0,0
37933,Dog,Poodle Miniature,28.8,500,0,0,0,0,0,0,0,0,0,0,0
37934,Dog,Mixed Breed Small,61.89,250,0,0,192.91,0,192.91,0,1,192.91,192.91,1,1
37935,Dog,Yorkshire Terrier,54.9,415,0,1761.7,0,1761.7,0,1,0,1761.7,1761.7,1,1
37936,Cat,Mixed Breed,22.68,700,1,0,0,0,0,0,0,0,0,0,0
37937,Dog,Boston Terrier,37.43,300,0,1317.99,0,658.995,0,2,0,1317.99,658.995,2,1
37938,Cat,Domestic Shorthair,19.69,1000,0,171.6,0,85.8,0,2,0,171.6,85.8,2,1
37939,Dog,Mixed Breed Large,41.85,850,2,1528.95,0,169.8833333,0,9,0,1528.95,169.8833333,9,1
37940,Dog,Poodle Standard,80.39,200,1,0,2491.52,0,622.88,0,4,2491.52,622.88,4,1
37941,Dog,Miniature Goldendoodle,27.08,1000,0,0,0,0,0,0,0,0,0,0,0
37942,Cat,Sphynx,27.1,200,0,0,0,0,0,0,0,0,0,0,0
37943,Dog,Shiba Inu,28.44,500,0,0,0,0,0,0,0,0,0,0,0
37944,Dog,Mixed Breed Small,105.13,500,7,0,0,0,0,0,0,0,0,0,0
37945,Dog,Golden Retriever,63.31,200,0,121.3,0,121.3,0,1,0,121.3,121.3,1,1
37946,Dog,Cavalier King Charles Spaniel,58.64,250,0,0,427.97,0,213.985,0,2,427.97,213.985,2,1
37947,Dog,Yorkiepoo,97.86,200,3,0,0,0,0,0,0,0,0,0,0
37948,Dog,Mixed Breed Medium,46.64,500,2,0,0,0,0,0,0,0,0,0,0
37949,Dog,Mixed Breed Medium,80.29,250,1,353.4,1762.74,353.4,587.58,1,3,2116.14,940.98,4,2
37950,Dog,West Highland White Terrier,90.76,200,0,918.11,1416.97,183.622,128.8154545,5,11,2335.08,312.4374545,16,2
37951,Dog,Yorkshire Terrier,50.69,1000,11,1734.11,0,578.0366667,0,3,0,1734.11,578.0366667,3,1
37952,Dog,Cavapoo,132.58,500,0,16113.05,19785.1,671.3770833,942.147619,24,21,35898.15,1613.524702,45,2
37953,Dog,Mixed Breed Small,50.8,250,4,0,0,0,0,0,0,0,0,0,0
37954,Cat,Bengal,33.37,700,3,0,0,0,0,0,0,0,0,0,0
37955,Dog,Havanese,44.21,200,0,408.89,0,136.2966667,0,3,0,408.89,136.2966667,3,1
37956,Dog,Golden Retriever,59.12,1000,0,0,0,0,0,0,0,0,0,0,0
37957,Dog,Chihuahua Short Coat ,25.06,500,6,0,0,0,0,0,0,0,0,0,0
37958,Cat,Domestic Shorthair,19.47,250,6,0,1765.06,0,588.3533333,0,3,1765.06,588.3533333,3,1
37959,Dog,Labrador Retriever,50.5,500,1,0,0,0,0,0,0,0,0,0,0
37960,Dog,Beagle,50.89,1000,1,0,0,0,0,0,0,0,0,0,0
37961,Dog,Mixed Breed Medium,64.3,200,2,259.23,0,259.23,0,1,0,259.23,259.23,1,1
37962,Dog,French Bulldog,120.36,700,0,2863.48,0,2863.48,0,1,0,2863.48,2863.48,1,1
37963,Dog,American Pitbull Terrier,84.34,500,0,1297.17,0,648.585,0,2,0,1297.17,648.585,2,1
37964,Dog,Chihuahua,30.1,1000,1,616.7,369.25,308.35,369.25,2,1,985.95,677.6,3,2
37965,Dog,German Shepherd,66.86,700,0,1113.4,18011.45,185.5666667,1637.404545,6,11,19124.85,1822.971212,17,2
37966,Dog,German Shepherd,82.09,300,2,0,2463.96,0,351.9942857,0,7,2463.96,351.9942857,7,1
37967,Dog,Australian Kelpie,127.65,0,2,0,1202.28,0,109.2981818,0,11,1202.28,109.2981818,11,1
37968,Dog,Goldendoodle,192.23,200,0,0,0,0,0,0,0,0,0,0,0
37969,Dog,American Pitbull Terrier,158.22,250,0,2613.14,13843.41,261.314,692.1705,10,20,16456.55,953.4845,30,2
37970,Cat,Mixed Breed,37.67,500,0,0,0,0,0,0,0,0,0,0,0
37971,Dog,Jack Russell Terrier,55.49,500,0,0,0,0,0,0,0,0,0,0,0
37972,Dog,Labrador Retriever,74.07,1000,3,0,0,0,0,0,0,0,0,0,0
37973,Dog,Cocker Spaniel,89.71,200,0,0,1956.37,0,489.0925,0,4,1956.37,489.0925,4,1
37974,Dog,Poodle Standard,65.12,250,0,796.86,1760.47,796.86,880.235,1,2,2557.33,1677.095,3,2
37975,Dog,Goldendoodle,35.67,250,0,2090.7,0,261.3375,0,8,0,2090.7,261.3375,8,1
37976,Dog,Boston Terrier,78.25,200,1,0,0,0,0,0,0,0,0,0,0
37977,Dog,Shih Tzu,48.11,400,0,0,0,0,0,0,0,0,0,0,0
37978,Dog,West Highland White Terrier,81.64,200,0,1276.21,3125.16,638.105,208.344,2,15,4401.37,846.449,17,2
37979,Dog,Mixed Breed Medium,28.94,1000,0,0,0,0,0,0,0,0,0,0,0
37980,Dog,Goldendoodle,36.72,250,0,451.47,0,112.8675,0,4,0,451.47,112.8675,4,1
